DATE,GEO,CATEGORY,VALUE
2021-02-01,"Saskatoon, Saskatchewan",house,98.3
2021-02-01,"Sherbrooke, Quebec",house,104
2021-02-01,"St. Catharines-Niagara, Ontario",house,117.1
2021-02-01,"St. John's, Newfoundland and Labrador",house,100.7
2021-02-01,"Toronto, Ontario",house,107.7
2021-02-01,"Trois-Rivières, Quebec",house,108.3
2021-02-01,"Vancouver, British Columbia",house,117.6
2021-02-01,"Victoria, British Columbia",house,108.5
2021-02-01,"Windsor, Ontario",house,116.3
2021-02-01,"Winnipeg, Manitoba",house,112.3
2021-03-01,Alberta,house,99.5
2021-03-01,Atlantic Region,house,109.2
2021-03-01,British Columbia,house,117.2
2021-03-01,"Calgary, Alberta",house,98.9
2021-03-01,Canada,house,112.3
2021-03-01,"Charlottetown, Prince Edward Island",house,113.9
2021-03-01,"Edmonton, Alberta",house,100.1
2021-03-01,"Greater Sudbury, Ontario",house,109.6
2021-03-01,"Guelph, Ontario",house,119.4
2021-03-01,"Halifax, Nova Scotia",house,113.8
2021-03-01,"Hamilton, Ontario",house,116.1
2021-03-01,"Kelowna, British Columbia",house,111.8
2021-03-01,"Kitchener-Cambridge-Waterloo, Ontario",house,128.2
2021-03-01,"London, Ontario",house,124.4
2021-03-01,Manitoba,house,113.5
2021-03-01,"Montréal, Quebec",house,124.7
2021-03-01,New Brunswick,house,108.5
2021-03-01,Newfoundland and Labrador,house,101.5
2021-03-01,Nova Scotia,house,113.8
2021-03-01,Ontario,house,115.2
2021-03-01,"Oshawa, Ontario",house,113.7
2021-03-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",house,143.5
2021-03-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",house,113.8
2021-03-01,Prairie Region,house,100.8
2021-03-01,Prince Edward Island,house,113.9
2021-03-01,Quebec,house,120.5
2021-03-01,"Québec, Quebec",house,114.7
2021-03-01,"Regina, Saskatchewan",house,94.4
2021-03-01,"Saint John, Fredericton, and Moncton, New Brunswick",house,108.5
2021-03-01,Saskatchewan,house,97.5
2021-03-01,"Saskatoon, Saskatchewan",house,99.4
2021-03-01,"Sherbrooke, Quebec",house,104
2021-03-01,"St. Catharines-Niagara, Ontario",house,120.8
2021-03-01,"St. John's, Newfoundland and Labrador",house,101.5
2021-03-01,"Toronto, Ontario",house,108.6
2021-03-01,"Trois-Rivières, Quebec",house,108.3
2021-03-01,"Vancouver, British Columbia",house,118.2
2021-03-01,"Victoria, British Columbia",house,111
2021-03-01,"Windsor, Ontario",house,118
2021-03-01,"Winnipeg, Manitoba",house,113.5
2021-04-01,Alberta,house,101
2021-04-01,Atlantic Region,house,111
2021-04-01,British Columbia,house,118.9
2021-04-01,"Calgary, Alberta",house,101.5
2021-04-01,Canada,house,114.4
2021-04-01,"Charlottetown, Prince Edward Island",house,115.2
2021-04-01,"Edmonton, Alberta",house,100.5
2021-04-01,"Greater Sudbury, Ontario",house,118
2021-04-01,"Guelph, Ontario",house,120.4
2021-04-01,"Halifax, Nova Scotia",house,116
2021-04-01,"Hamilton, Ontario",house,116.1
2021-04-01,"Kelowna, British Columbia",house,113.5
2021-04-01,"Kitchener-Cambridge-Waterloo, Ontario",house,134
2021-04-01,"London, Ontario",house,125
2021-04-01,Manitoba,house,116.8
2021-04-01,"Montréal, Quebec",house,133.9
2021-04-01,New Brunswick,house,110.2
2021-04-01,Newfoundland and Labrador,house,102.1
2021-04-01,Nova Scotia,house,116
2021-04-01,Ontario,house,117.4
2021-04-01,"Oshawa, Ontario",house,113.7
2021-04-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",house,151.9
2021-04-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",house,114.1
2021-04-01,Prairie Region,house,102.4
2021-04-01,Prince Edward Island,house,115.2
2021-04-01,Quebec,house,127.2
2021-04-01,"Québec, Quebec",house,115.3
2021-04-01,"Regina, Saskatchewan",house,93.9
2021-04-01,"Saint John, Fredericton, and Moncton, New Brunswick",house,110.2
2021-04-01,Saskatchewan,house,97.9
2021-04-01,"Saskatoon, Saskatchewan",house,100.3
2021-04-01,"Sherbrooke, Quebec",house,104
2021-04-01,"St. Catharines-Niagara, Ontario",house,123.8
2021-04-01,"St. John's, Newfoundland and Labrador",house,102.1
2021-04-01,"Toronto, Ontario",house,109.5
2021-04-01,"Trois-Rivières, Quebec",house,108.3
2021-04-01,"Vancouver, British Columbia",house,120
2021-04-01,"Victoria, British Columbia",house,112.4
2021-04-01,"Windsor, Ontario",house,128
2021-04-01,"Winnipeg, Manitoba",house,116.8
2021-05-01,Alberta,house,104.1
2021-05-01,Atlantic Region,house,111.9
2021-05-01,British Columbia,house,120
2021-05-01,"Calgary, Alberta",house,105.3
2021-05-01,Canada,house,116
2021-05-01,"Charlottetown, Prince Edward Island",house,118.9
2021-05-01,"Edmonton, Alberta",house,102.7
2021-05-01,"Greater Sudbury, Ontario",house,118.7
2021-05-01,"Guelph, Ontario",house,120.4
2021-05-01,"Halifax, Nova Scotia",house,117.8
2021-05-01,"Hamilton, Ontario",house,116.1
2021-05-01,"Kelowna, British Columbia",house,117.3
2021-05-01,"Kitchener-Cambridge-Waterloo, Ontario",house,139.7
2021-05-01,"London, Ontario",house,130.1
2021-05-01,Manitoba,house,122.7
2021-05-01,"Montréal, Quebec",house,135.8
2021-05-01,New Brunswick,house,109.4
2021-05-01,Newfoundland and Labrador,house,101.7
2021-05-01,Nova Scotia,house,117.8
2021-05-01,Ontario,house,118.6
2021-05-01,"Oshawa, Ontario",house,113.7
2021-05-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",house,154.8
2021-05-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",house,114.6
2021-05-01,Prairie Region,house,105.7
2021-05-01,Prince Edward Island,house,118.9
2021-05-01,Quebec,house,128.6
2021-05-01,"Québec, Quebec",house,115.2
2021-05-01,"Regina, Saskatchewan",house,95.8
2021-05-01,"Saint John, Fredericton, and Moncton, New Brunswick",house,109.4
2021-05-01,Saskatchewan,house,100.4
2021-05-01,"Saskatoon, Saskatchewan",house,103.1
2021-05-01,"Sherbrooke, Quebec",house,104
2021-05-01,"St. Catharines-Niagara, Ontario",house,124
2021-05-01,"St. John's, Newfoundland and Labrador",house,101.7
2021-05-01,"Toronto, Ontario",house,109.9
2021-05-01,"Trois-Rivières, Quebec",house,108.3
2021-05-01,"Vancouver, British Columbia",house,120.9
2021-05-01,"Victoria, British Columbia",house,112.7
2021-05-01,"Windsor, Ontario",house,131
2021-05-01,"Winnipeg, Manitoba",house,122.7
2021-06-01,Alberta,house,106.2
2021-06-01,Atlantic Region,house,112.3
2021-06-01,British Columbia,house,119.7
2021-06-01,"Calgary, Alberta",house,109
2021-06-01,Canada,house,116.7
2021-06-01,"Charlottetown, Prince Edward Island",house,118.9
2021-06-01,"Edmonton, Alberta",house,103.3
2021-06-01,"Greater Sudbury, Ontario",house,118.7
2021-06-01,"Guelph, Ontario",house,123
2021-06-01,"Halifax, Nova Scotia",house,117.8
2021-06-01,"Hamilton, Ontario",house,116.1
2021-06-01,"Kelowna, British Columbia",house,118.5
2021-06-01,"Kitchener-Cambridge-Waterloo, Ontario",house,141.5
2021-06-01,"London, Ontario",house,131.1
2021-06-01,Manitoba,house,125
2021-06-01,"Montréal, Quebec",house,136.9
2021-06-01,New Brunswick,house,111.1
2021-06-01,Newfoundland and Labrador,house,102.2
2021-06-01,Nova Scotia,house,117.8
2021-06-01,Ontario,house,119.3
2021-06-01,"Oshawa, Ontario",house,113.7
2021-06-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",house,156.8
2021-06-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",house,114.8
2021-06-01,Prairie Region,house,107.8
2021-06-01,Prince Edward Island,house,118.9
2021-06-01,Quebec,house,129.5
2021-06-01,"Québec, Quebec",house,115.2
2021-06-01,"Regina, Saskatchewan",house,96.9
2021-06-01,"Saint John, Fredericton, and Moncton, New Brunswick",house,111.1
2021-06-01,Saskatchewan,house,102.2
2021-06-01,"Saskatoon, Saskatchewan",house,105.4
2021-06-01,"Sherbrooke, Quebec",house,105.2
2021-06-01,"St. Catharines-Niagara, Ontario",house,125.5
2021-06-01,"St. John's, Newfoundland and Labrador",house,102.2
2021-06-01,"Toronto, Ontario",house,110
2021-06-01,"Trois-Rivières, Quebec",house,109.5
2021-06-01,"Vancouver, British Columbia",house,120.5
2021-06-01,"Victoria, British Columbia",house,113
2021-06-01,"Windsor, Ontario",house,133.4
2021-06-01,"Winnipeg, Manitoba",house,125
2021-07-01,Alberta,house,106.6
2021-07-01,Atlantic Region,house,112.7
2021-07-01,British Columbia,house,120.3
2021-07-01,"Calgary, Alberta",house,108.8
2021-07-01,Canada,house,117.2
2021-07-01,"Charlottetown, Prince Edward Island",house,119.7
2021-07-01,"Edmonton, Alberta",house,104.3
2021-07-01,"Greater Sudbury, Ontario",house,120.9
2021-07-01,"Guelph, Ontario",house,123
2021-07-01,"Halifax, Nova Scotia",house,117.8
2021-07-01,"Hamilton, Ontario",house,116.1
2021-07-01,"Kelowna, British Columbia",house,119.4
2021-07-01,"Kitchener-Cambridge-Waterloo, Ontario",house,142.5
2021-07-01,"London, Ontario",house,131.2
2021-07-01,Manitoba,house,125.4
2021-07-01,"Montréal, Quebec",house,137.8
2021-07-01,New Brunswick,house,112.2
2021-07-01,Newfoundland and Labrador,house,102.3
2021-07-01,Nova Scotia,house,117.8
2021-07-01,Ontario,house,119.8
2021-07-01,"Oshawa, Ontario",house,118.6
2021-07-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",house,157.7
2021-07-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",house,115
2021-07-01,Prairie Region,house,108.3
2021-07-01,Prince Edward Island,house,119.7
2021-07-01,Quebec,house,130.1
2021-07-01,"Québec, Quebec",house,115.2
2021-07-01,"Regina, Saskatchewan",house,97.3
2021-07-01,"Saint John, Fredericton, and Moncton, New Brunswick",house,112.2
2021-07-01,Saskatchewan,house,103
2021-07-01,"Saskatoon, Saskatchewan",house,106.4
2021-07-01,"Sherbrooke, Quebec",house,105.2
2021-07-01,"St. Catharines-Niagara, Ontario",house,125.5
2021-07-01,"St. John's, Newfoundland and Labrador",house,102.3
2021-07-01,"Toronto, Ontario",house,110.2
2021-07-01,"Trois-Rivières, Quebec",house,109.5
2021-07-01,"Vancouver, British Columbia",house,120.9
2021-07-01,"Victoria, British Columbia",house,114.3
2021-07-01,"Windsor, Ontario",house,134.6
2021-07-01,"Winnipeg, Manitoba",house,125.4
2021-08-01,Alberta,house,106.5
2021-08-01,Atlantic Region,house,113.2
2021-08-01,British Columbia,house,120.8
2021-08-01,"Calgary, Alberta",house,109
2021-08-01,Canada,house,118
2021-08-01,"Charlottetown, Prince Edward Island",house,119.8
2021-08-01,"Edmonton, Alberta",house,103.8
2021-08-01,"Greater Sudbury, Ontario",house,120.9
2021-08-01,"Guelph, Ontario",house,123
2021-08-01,"Halifax, Nova Scotia",house,117.8
2021-08-01,"Hamilton, Ontario",house,116.1
2021-08-01,"Kelowna, British Columbia",house,119.4
2021-08-01,"Kitchener-Cambridge-Waterloo, Ontario",house,142.5
2021-08-01,"London, Ontario",house,136.3
2021-08-01,Manitoba,house,126.6
2021-08-01,"Montréal, Quebec",house,139.6
2021-08-01,New Brunswick,house,114.1
2021-08-01,Newfoundland and Labrador,house,102.8
2021-08-01,Nova Scotia,house,117.8
2021-08-01,Ontario,house,121.1
2021-08-01,"Oshawa, Ontario",house,118.8
2021-08-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",house,162.3
2021-08-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",house,115
2021-08-01,Prairie Region,house,108.3
2021-08-01,Prince Edward Island,house,119.8
2021-08-01,Quebec,house,131.4
2021-08-01,"Québec, Quebec",house,115.2
2021-08-01,"Regina, Saskatchewan",house,97.4
2021-08-01,"Saint John, Fredericton, and Moncton, New Brunswick",house,114.1
2021-08-01,Saskatchewan,house,103
2021-08-01,"Saskatoon, Saskatchewan",house,106.3
2021-08-01,"Sherbrooke, Quebec",house,105.2
2021-08-01,"St. Catharines-Niagara, Ontario",house,125.5
2021-08-01,"St. John's, Newfoundland and Labrador",house,102.8
2021-08-01,"Toronto, Ontario",house,111.1
2021-08-01,"Trois-Rivières, Quebec",house,109.5
2021-08-01,"Vancouver, British Columbia",house,121.5
2021-08-01,"Victoria, British Columbia",house,114.3
2021-08-01,"Windsor, Ontario",house,134.9
2021-08-01,"Winnipeg, Manitoba",house,126.6
2021-09-01,Alberta,house,106.4
2021-09-01,Atlantic Region,house,113.1
2021-09-01,British Columbia,house,121.9
2021-09-01,"Calgary, Alberta",house,109.1
2021-09-01,Canada,house,118.5
2021-09-01,"Charlottetown, Prince Edward Island",house,119.7
2021-09-01,"Edmonton, Alberta",house,103.5
2021-09-01,"Greater Sudbury, Ontario",house,120.2
2021-09-01,"Guelph, Ontario",house,123.3
2021-09-01,"Halifax, Nova Scotia",house,117.8
2021-09-01,"Hamilton, Ontario",house,116.1
2021-09-01,"Kelowna, British Columbia",house,119.4
2021-09-01,"Kitchener-Cambridge-Waterloo, Ontario",house,143.1
2021-09-01,"London, Ontario",house,136.3
2021-09-01,Manitoba,house,126.8
2021-09-01,"Montréal, Quebec",house,142
2021-09-01,New Brunswick,house,114.1
2021-09-01,Newfoundland and Labrador,house,102.3
2021-09-01,Nova Scotia,house,117.8
2021-09-01,Ontario,house,121.3
2021-09-01,"Oshawa, Ontario",house,120.9
2021-09-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",house,163
2021-09-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",house,115
2021-09-01,Prairie Region,house,108.2
2021-09-01,Prince Edward Island,house,119.7
2021-09-01,Quebec,house,133.3
2021-09-01,"Québec, Quebec",house,116.7
2021-09-01,"Regina, Saskatchewan",house,97.6
2021-09-01,"Saint John, Fredericton, and Moncton, New Brunswick",house,114.1
2021-09-01,Saskatchewan,house,102.4
2021-09-01,"Saskatoon, Saskatchewan",house,105.3
2021-09-01,"Sherbrooke, Quebec",house,105.2
2021-09-01,"St. Catharines-Niagara, Ontario",house,126
2021-09-01,"St. John's, Newfoundland and Labrador",house,102.3
2021-09-01,"Toronto, Ontario",house,111.1
2021-09-01,"Trois-Rivières, Quebec",house,109.5
2021-09-01,"Vancouver, British Columbia",house,122.6
2021-09-01,"Victoria, British Columbia",house,116.3
2021-09-01,"Windsor, Ontario",house,137.5
2021-09-01,"Winnipeg, Manitoba",house,126.8
2021-10-01,Alberta,house,106.4
2021-10-01,Atlantic Region,house,113.2
2021-10-01,British Columbia,house,123.3
2021-10-01,"Calgary, Alberta",house,109.2
2021-10-01,Canada,house,119.6
2021-10-01,"Charlottetown, Prince Edward Island",house,119.7
2021-10-01,"Edmonton, Alberta",house,103.3
2021-10-01,"Greater Sudbury, Ontario",house,120.1
2021-10-01,"Guelph, Ontario",house,123.3
2021-10-01,"Halifax, Nova Scotia",house,117.8
2021-10-01,"Hamilton, Ontario",house,116.1
2021-10-01,"Kelowna, British Columbia",house,119.9
2021-10-01,"Kitchener-Cambridge-Waterloo, Ontario",house,148.5
2021-10-01,"London, Ontario",house,139.6
2021-10-01,Manitoba,house,128.9
2021-10-01,"Montréal, Quebec",house,142.3
2021-10-01,New Brunswick,house,114.2
2021-10-01,Newfoundland and Labrador,house,102.3
2021-10-01,Nova Scotia,house,117.8
2021-10-01,Ontario,house,122.8
2021-10-01,"Oshawa, Ontario",house,120.6
2021-10-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",house,163.8
2021-10-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",house,114.9
2021-10-01,Prairie Region,house,108.4
2021-10-01,Prince Edward Island,house,119.7
2021-10-01,Quebec,house,133.6
2021-10-01,"Québec, Quebec",house,117
2021-10-01,"Regina, Saskatchewan",house,99
2021-10-01,"Saint John, Fredericton, and Moncton, New Brunswick",house,114.2
2021-10-01,Saskatchewan,house,102.8
2021-10-01,"Saskatoon, Saskatchewan",house,105.1
2021-10-01,"Sherbrooke, Quebec",house,106
2021-10-01,"St. Catharines-Niagara, Ontario",house,127.7
2021-10-01,"St. John's, Newfoundland and Labrador",house,102.3
2021-10-01,"Toronto, Ontario",house,112.5
2021-10-01,"Trois-Rivières, Quebec",house,109.5
2021-10-01,"Vancouver, British Columbia",house,123.8
2021-10-01,"Victoria, British Columbia",house,120.1
2021-10-01,"Windsor, Ontario",house,137.6
2021-10-01,"Winnipeg, Manitoba",house,128.9
2021-11-01,Alberta,house,106.4
2021-11-01,Atlantic Region,house,113.4
2021-11-01,British Columbia,house,124
2021-11-01,"Calgary, Alberta",house,109.7
2021-11-01,Canada,house,120.5
2021-11-01,"Charlottetown, Prince Edward Island",house,119.7
2021-11-01,"Edmonton, Alberta",house,103
2021-11-01,"Greater Sudbury, Ontario",house,121.4
2021-11-01,"Guelph, Ontario",house,123.9
2021-11-01,"Halifax, Nova Scotia",house,117.8
2021-11-01,"Hamilton, Ontario",house,116.1
2021-11-01,"Kelowna, British Columbia",house,119.9
2021-11-01,"Kitchener-Cambridge-Waterloo, Ontario",house,151.3
2021-11-01,"London, Ontario",house,143.5
2021-11-01,Manitoba,house,129.7
2021-11-01,"Montréal, Quebec",house,143.8
2021-11-01,New Brunswick,house,114.2
2021-11-01,Newfoundland and Labrador,house,103.5
2021-11-01,Nova Scotia,house,117.8
2021-11-01,Ontario,house,124.2
2021-11-01,"Oshawa, Ontario",house,121.1
2021-11-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",house,164.1
2021-11-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",house,115.7
2021-11-01,Prairie Region,house,108.6
2021-11-01,Prince Edward Island,house,119.7
2021-11-01,Quebec,house,134.8
2021-11-01,"Québec, Quebec",house,117.5
2021-11-01,"Regina, Saskatchewan",house,99.3
2021-11-01,"Saint John, Fredericton, and Moncton, New Brunswick",house,114.2
2021-11-01,Saskatchewan,house,102.9
2021-11-01,"Saskatoon, Saskatchewan",house,105
2021-11-01,"Sherbrooke, Quebec",house,106
2021-11-01,"St. Catharines-Niagara, Ontario",house,127.7
2021-11-01,"St. John's, Newfoundland and Labrador",house,103.5
2021-11-01,"Toronto, Ontario",house,114.1
2021-11-01,"Trois-Rivières, Quebec",house,109.5
2021-11-01,"Vancouver, British Columbia",house,124.7
2021-11-01,"Victoria, British Columbia",house,120.1
2021-11-01,"Windsor, Ontario",house,138.9
2021-11-01,"Winnipeg, Manitoba",house,129.7
2021-12-01,Alberta,house,106.8
2021-12-01,Atlantic Region,house,113.7
2021-12-01,British Columbia,house,124.1
2021-12-01,"Calgary, Alberta",house,110.2
2021-12-01,Canada,house,120.8
2021-12-01,"Charlottetown, Prince Edward Island",house,119.5
2021-12-01,"Edmonton, Alberta",house,103.3
2021-12-01,"Greater Sudbury, Ontario",house,121.4
2021-12-01,"Guelph, Ontario",house,124
2021-12-01,"Halifax, Nova Scotia",house,117.8
2021-12-01,"Hamilton, Ontario",house,116.1
2021-12-01,"Kelowna, British Columbia",house,120.6
2021-12-01,"Kitchener-Cambridge-Waterloo, Ontario",house,154.7
2021-12-01,"London, Ontario",house,143.5
2021-12-01,Manitoba,house,133.3
2021-12-01,"Montréal, Quebec",house,144.4
2021-12-01,New Brunswick,house,115.5
2021-12-01,Newfoundland and Labrador,house,103.5
2021-12-01,Nova Scotia,house,117.8
2021-12-01,Ontario,house,124.4
2021-12-01,"Oshawa, Ontario",house,121.1
2021-12-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",house,164.3
2021-12-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",house,115.7
2021-12-01,Prairie Region,house,109.3
2021-12-01,Prince Edward Island,house,119.5
2021-12-01,Quebec,house,135.3
2021-12-01,"Québec, Quebec",house,118.1
2021-12-01,"Regina, Saskatchewan",house,99.3
2021-12-01,"Saint John, Fredericton, and Moncton, New Brunswick",house,115.5
2021-12-01,Saskatchewan,house,103.3
2021-12-01,"Saskatoon, Saskatchewan",house,105.8
2021-12-01,"Sherbrooke, Quebec",house,106.6
2021-12-01,"St. Catharines-Niagara, Ontario",house,128.3
2021-12-01,"St. John's, Newfoundland and Labrador",house,103.5
2021-12-01,"Toronto, Ontario",house,114.1
2021-12-01,"Trois-Rivières, Quebec",house,109.5
2021-12-01,"Vancouver, British Columbia",house,124.8
2021-12-01,"Victoria, British Columbia",house,120.5
2021-12-01,"Windsor, Ontario",house,139
2021-12-01,"Winnipeg, Manitoba",house,133.3
2022-01-01,Alberta,house,108.6
2022-01-01,Atlantic Region,house,113.8
2022-01-01,British Columbia,house,126.2
2022-01-01,"Calgary, Alberta",house,112.5
2022-01-01,Canada,house,121.9
2022-01-01,"Charlottetown, Prince Edward Island",house,119.5
2022-01-01,"Edmonton, Alberta",house,104.5
2022-01-01,"Greater Sudbury, Ontario",house,121.4
2022-01-01,"Guelph, Ontario",house,124
2022-01-01,"Halifax, Nova Scotia",house,117.8
2022-01-01,"Hamilton, Ontario",house,116.1
2022-01-01,"Kelowna, British Columbia",house,120.6
2022-01-01,"Kitchener-Cambridge-Waterloo, Ontario",house,154.7
2022-01-01,"London, Ontario",house,144.7
2022-01-01,Manitoba,house,135.2
2022-01-01,"Montréal, Quebec",house,144.4
2022-01-01,New Brunswick,house,115.5
2022-01-01,Newfoundland and Labrador,house,104.7
2022-01-01,Nova Scotia,house,117.8
2022-01-01,Ontario,house,124.8
2022-01-01,"Oshawa, Ontario",house,122
2022-01-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",house,166.4
2022-01-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",house,115.7
2022-01-01,Prairie Region,house,111
2022-01-01,Prince Edward Island,house,119.5
2022-01-01,Quebec,house,135.6
2022-01-01,"Québec, Quebec",house,119.8
2022-01-01,"Regina, Saskatchewan",house,100
2022-01-01,"Saint John, Fredericton, and Moncton, New Brunswick",house,115.5
2022-01-01,Saskatchewan,house,103.8
2022-01-01,"Saskatoon, Saskatchewan",house,106.1
2022-01-01,"Sherbrooke, Quebec",house,107.5
2022-01-01,"St. Catharines-Niagara, Ontario",house,128.3
2022-01-01,"St. John's, Newfoundland and Labrador",house,104.7
2022-01-01,"Toronto, Ontario",house,114.1
2022-01-01,"Trois-Rivières, Quebec",house,111
2022-01-01,"Vancouver, British Columbia",house,127.1
2022-01-01,"Victoria, British Columbia",house,121.7
2022-01-01,"Windsor, Ontario",house,139.5
2022-01-01,"Winnipeg, Manitoba",house,135.2
2022-02-01,Alberta,house,112.2
2022-02-01,Atlantic Region,house,114.4
2022-02-01,British Columbia,house,127
2022-02-01,"Calgary, Alberta",house,116.8
2022-02-01,Canada,house,123.2
2022-02-01,"Charlottetown, Prince Edward Island",house,119.5
2022-02-01,"Edmonton, Alberta",house,107.3
2022-02-01,"Greater Sudbury, Ontario",house,121.4
2022-02-01,"Guelph, Ontario",house,124
2022-02-01,"Halifax, Nova Scotia",house,117.8
2022-02-01,"Hamilton, Ontario",house,116.8
2022-02-01,"Kelowna, British Columbia",house,120.9
2022-02-01,"Kitchener-Cambridge-Waterloo, Ontario",house,157.9
2022-02-01,"London, Ontario",house,145.2
2022-02-01,Manitoba,house,136.5
2022-02-01,"Montréal, Quebec",house,146.3
2022-02-01,New Brunswick,house,117.9
2022-02-01,Newfoundland and Labrador,house,104.7
2022-02-01,Nova Scotia,house,117.8
2022-02-01,Ontario,house,125.6
2022-02-01,"Oshawa, Ontario",house,122
2022-02-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",house,167.1
2022-02-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",house,115.7
2022-02-01,Prairie Region,house,114.1
2022-02-01,Prince Edward Island,house,119.5
2022-02-01,Quebec,house,137.4
2022-02-01,"Québec, Quebec",house,123.3
2022-02-01,"Regina, Saskatchewan",house,100.1
2022-02-01,"Saint John, Fredericton, and Moncton, New Brunswick",house,117.9
2022-02-01,Saskatchewan,house,104.1
2022-02-01,"Saskatoon, Saskatchewan",house,106.5
2022-02-01,"Sherbrooke, Quebec",house,107.6
2022-02-01,"St. Catharines-Niagara, Ontario",house,128.3
2022-02-01,"St. John's, Newfoundland and Labrador",house,104.7
2022-02-01,"Toronto, Ontario",house,114.8
2022-02-01,"Trois-Rivières, Quebec",house,111
2022-02-01,"Vancouver, British Columbia",house,128
2022-02-01,"Victoria, British Columbia",house,122.2
2022-02-01,"Windsor, Ontario",house,140.4
2022-02-01,"Winnipeg, Manitoba",house,136.5
2022-03-01,Alberta,house,115.5
2022-03-01,Atlantic Region,house,115.2
2022-03-01,British Columbia,house,127.7
2022-03-01,"Calgary, Alberta",house,121.6
2022-03-01,Canada,house,124.7
2022-03-01,"Charlottetown, Prince Edward Island",house,121.3
2022-03-01,"Edmonton, Alberta",house,108.9
2022-03-01,"Greater Sudbury, Ontario",house,121.4
2022-03-01,"Guelph, Ontario",house,124
2022-03-01,"Halifax, Nova Scotia",house,119.1
2022-03-01,"Hamilton, Ontario",house,116.8
2022-03-01,"Kelowna, British Columbia",house,123.2
2022-03-01,"Kitchener-Cambridge-Waterloo, Ontario",house,159.5
2022-03-01,"London, Ontario",house,147.2
2022-03-01,Manitoba,house,141.1
2022-03-01,"Montréal, Quebec",house,151
2022-03-01,New Brunswick,house,117.9
2022-03-01,Newfoundland and Labrador,house,104.7
2022-03-01,Nova Scotia,house,119.1
2022-03-01,Ontario,house,126.5
2022-03-01,"Oshawa, Ontario",house,122
2022-03-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",house,169.2
2022-03-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",house,115.7
2022-03-01,Prairie Region,house,117.3
2022-03-01,Prince Edward Island,house,121.3
2022-03-01,Quebec,house,140.9
2022-03-01,"Québec, Quebec",house,124
2022-03-01,"Regina, Saskatchewan",house,101.3
2022-03-01,"Saint John, Fredericton, and Moncton, New Brunswick",house,117.9
2022-03-01,Saskatchewan,house,104.9
2022-03-01,"Saskatoon, Saskatchewan",house,107.1
2022-03-01,"Sherbrooke, Quebec",house,110.9
2022-03-01,"St. Catharines-Niagara, Ontario",house,128.3
2022-03-01,"St. John's, Newfoundland and Labrador",house,104.7
2022-03-01,"Toronto, Ontario",house,115.6
2022-03-01,"Trois-Rivières, Quebec",house,111
2022-03-01,"Vancouver, British Columbia",house,128.3
2022-03-01,"Victoria, British Columbia",house,125.3
2022-03-01,"Windsor, Ontario",house,143.5
2022-03-01,"Winnipeg, Manitoba",house,141.1
2022-04-01,Alberta,house,116.7
2022-04-01,Atlantic Region,house,115.6
2022-04-01,British Columbia,house,127.9
2022-04-01,"Calgary, Alberta",house,123.5
2022-04-01,Canada,house,125.1
2022-04-01,"Charlottetown, Prince Edward Island",house,121.3
2022-04-01,"Edmonton, Alberta",house,109.4
2022-04-01,"Greater Sudbury, Ontario",house,121.4
2022-04-01,"Guelph, Ontario",house,124
2022-04-01,"Halifax, Nova Scotia",house,119.1
2022-04-01,"Hamilton, Ontario",house,116.8
2022-04-01,"Kelowna, British Columbia",house,123.2
2022-04-01,"Kitchener-Cambridge-Waterloo, Ontario",house,159.5
2022-04-01,"London, Ontario",house,147.2
2022-04-01,Manitoba,house,142.4
2022-04-01,"Montréal, Quebec",house,150.4
2022-04-01,New Brunswick,house,119.5
2022-04-01,Newfoundland and Labrador,house,104.7
2022-04-01,Nova Scotia,house,119.1
2022-04-01,Ontario,house,126.8
2022-04-01,"Oshawa, Ontario",house,122
2022-04-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",house,171.8
2022-04-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",house,115.7
2022-04-01,Prairie Region,house,118.5
